# zooid     P          Nclass  image
ASW0007bj7  0.0964187  24       http://spacewarps.org/subjects/standard/5183f151e4bb210219053623.png
ASW0004ib5  0.2557914  43       http://spacewarps.org/subjects/standard/5183f151e4bb2102190335b1.png
ASW00046yj  0.6118737  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021902fc3b.png
ASW0002cm4  0.0201764  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901ac5c.png
ASW0002kec  0.3992615  24       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d3c4.png
ASW0005yha  0.1452807  41       http://spacewarps.org/subjects/standard/5183f151e4bb210219043dce.png
ASW0007sez  0.7883246  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219058b9b.png
ASW0000u4t  0.0076955  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021900988d.png
ASW00008p1  0.3521412  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219002c05.png
ASW0001n21  0.0000339  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219012af9.png
ASW0004oi9  0.3039921  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219035511.png
ASW0000jl5  0.2543534  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219006329.png
ASW00032o0  0.1967489  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219023040.png
ASW000484p  0.0188057  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219030229.png
ASW0006eix  0.2036614  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219048f09.png
ASW0009bot  0.8785665  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021906a36d.png
ASW0009bou  0.0773854  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021906a36e.png
ASW0007fag  0.3336327  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219054928.png
ASW0001beg  0.0000230  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021900eff8.png
ASW0002fhg  0.1876802  48       http://spacewarps.org/subjects/standard/5183f151e4bb21021901bae4.png
ASW00097w9  0.1337806  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219069039.png
ASW000802d  0.3878506  2       http://spacewarps.org/subjects/standard/5183f151e4bb21021905b255.png
ASW0006u6q  0.1650308  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021904de52.png
ASW0002owo  0.6417333  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901ea98.png
ASW0001vtq  0.1513373  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901575e.png
ASW0001u2s  0.0690028  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219014e84.png
ASW0002fq1  0.3797219  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901bc19.png
ASW0007dgm  0.2457206  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219053fe6.png
ASW0002fpu  0.0000010  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021901bc12.png
ASW00055h0  0.1547697  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903aaf4.png
ASW0002k84  0.1802052  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d2e4.png
ASW0000beu  0.2149782  49       http://spacewarps.org/subjects/standard/5183f151e4bb2102190039c6.png
ASW0002w83  0.0272835  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219020fa3.png
